proper,HR,RA2000,DEJ2000,Vmag
NA,6613,17.785359,-38.112164,6.41
NA,6627,17.785568,17.697014,5.61
NA,6641,17.785566,47.612239,6.47
NA,6616,17.792674,-27.830788,4.53
NA,6615,17.793078,-40.126997,2.99
NA,6620,17.79355,-14.725824,5.93
NA,6617,17.796,-22.477791,6.18
Bake-eo,6629,17.798211,2.707276,3.75
NA,6633,17.805623,3.804215,6.22
NA,6638,17.80688,20.565441,5.69
NA,6621,17.807732,-26.974945,6.31
NA,6614,17.810575,-55.401742,6.09
NA,6642,17.813298,19.255017,6.13
NA,6644,17.813652,25.622869,5.09
NA,6656,17.817862,50.781075,5.02
NA,6628,17.819577,-31.703203,4.79
NA,6639,17.821956,1.961413,6.44
NA,6701,17.824155,76.962881,5.02
Fuyue,6630,17.830965,-37.043304,3.19
NA,6664,17.834259,48.394152,6.78
NA,6717,17.83614,78.306539,6.25
NA,6631,17.83642,-40.090435,4.78
NA,6654,17.839692,29.322143,5.51
NA,6622,17.84122,-53.612406,5.68
NA,6650,17.845446,11.946548,6.19
NA,6655,17.846773,22.31633,6.14
NA,6632,17.853067,-53.130269,6.09
NA,6645,17.853455,-30.559637,8.09
NA,6645,17.853488,-30.556869,6.7
NA,6669,17.853896,40.072463,6.55
NA,6643,17.85904,-40.772461,5.94
NA,6624,17.859853,-60.164056,5.78
NA,6640,17.862377,-45.600706,6.09
NA,6665,17.866239,15.326372,6.43
NA,6659,17.866513,-1.236806,6.33
NA,6674,17.866917,46.643574,6.37
NA,6673,17.867978,39.982089,6.01
NA,6647,17.870461,-34.799196,5.88
NA,6648,17.872156,-34.416842,5.84
NA,6667,17.876512,1.305014,5.91
NA,6661,17.877418,-6.143577,6.18
NA,6651,17.88034,-34.114833,6.05
NA,6649,17.881265,-41.996522,6.19
NA,6652,17.882158,-35.018892,6.55
NA,6653,17.882668,-35.624314,6.03
NA,6666,17.884316,-10.899562,6.17
NA,6670,17.887274,6.101424,5.77
NA,6677,17.888341,40.007959,5.17
NA,6634,17.88839,-65.488601,6.48
NA,6657,17.888772,-34.730812,6.14
NA,6658,17.889853,-34.895125,5.58
Grumium,6688,17.892134,56.872643,3.73
NA,6662,17.898548,-34.752721,6.0
NA,6663,17.899482,-34.831053,6.41
NA,6676,17.903936,11.130558,6.24
NA,6735,17.907427,75.171307,6.39
NA,6668,17.907534,-34.466722,6.1
NA,6672,17.915012,-24.887095,6.18
NA,6671,17.918897,-36.475645,6.05
NA,6725,17.919762,72.005127,5.43
NA,6699,17.923233,55.971394,6.09
NA,6685,17.923663,26.049991,5.47
NA,6687,17.930781,22.464221,5.62
NA,6679,17.931936,-18.802154,6.48
NA,6695,17.93755,37.250539,3.86
NA,6684,17.938445,0.670355,5.82
NA,6681,17.938621,-15.812521,5.93
Eltanin,6705,17.943437,51.488895,2.24
NA,6680,17.944955,-28.065394,5.76
NA,6675,17.946507,-44.342246,4.85
NA,6686,17.946596,-4.081823,5.44
NA,6702,17.946812,45.350851,6.22
NA,6678,17.948861,-40.305643,6.46
NA,6690,17.948882,6.48773,6.28
NA,6689,17.951199,0.066665,5.95
NA,6697,17.95398,23.995889,6.32
NA,6696,17.957496,11.044543,6.33
NA,6635,17.961579,-76.177949,6.08
NA,6703,17.962744,29.24788,3.7
NA,6682,17.963279,-41.716295,4.88
NA,6683,17.966053,-39.136523,6.28
NA,6707,17.975041,30.189277,4.41
NA,6692,17.977514,-28.759089,5.99
NA,6711,17.978422,36.287797,6.03
NA,6718,17.981196,45.47622,6.48
NA,6691,17.982135,-36.858376,5.74
NA,6698,17.983775,-9.773632,3.32
NA,6693,17.9848,-30.253025,5.0
NA,6706,17.993545,-4.821126,5.86
NA,6700,17.996543,-23.816133,4.74
NA,6728,17.998946,45.501378,5.69
NA,6704,18.000023,-20.339548,6.22
NA,6809,18.000944,80.000841,6.11
NA,6713,18.000949,16.750919,4.67
NA,6810,18.002526,80.004095,5.74
NA,6709,18.004354,0.629483,6.36
NA,6712,18.004388,4.368615,4.79
NA,6720,18.007683,19.505786,6.42
NA,6710,18.008058,-3.690269,4.62
NA,6726,18.010104,33.213682,6.01
NA,6714,18.010754,2.931568,3.93
NA,6719,18.014683,6.268294,6.36
NA,6722,18.015909,15.09355,6.28
NA,6715,18.023089,-17.156868,6.27
Bodu,6729,18.025113,21.595782,4.26
NA,6552,18.026168,-85.214828,6.45
NA,6737,18.026639,33.311266,6.18
NA,6723,18.029222,1.305076,4.42
NA,6708,18.030083,-36.377864,6.3
NA,6716,18.031772,-22.780298,5.72
NA,6738,18.039736,20.833632,5.25
NA,6741,18.041709,22.92323,6.22
NA,6732,18.046187,-5.358086,6.74
NA,6724,18.047527,-24.282468,5.37
NA,6727,18.050475,-22.718494,6.73
NA,6733,18.051367,-8.180349,4.77
NA,6753,18.052468,48.464269,6.26
NA,6744,18.054045,19.613157,6.41
NA,6736,18.064568,-24.36073,5.89
NA,6747,18.077044,1.918992,6.14
NA,6754,18.077836,23.941999,6.34
NA,6764,18.078665,40.084182,6.52
NA,6739,18.080662,-35.901442,5.98
NA,6767,18.083556,41.94629,6.38
NA,6742,18.083674,-29.580087,4.66
NA,6646,18.090767,-81.486568,6.37
NA,6752,18.090913,2.500099,4.03
NA,6763,18.091705,21.646624,6.18
NA,6758,18.095361,12.003849,6.51
Alnasl,6746,18.096803,-30.424091,2.98
NA,6768,18.097114,32.230674,5.72
NA,6765,18.100528,22.218879,4.96
NA,6755,18.102055,-8.323956,5.84
NA,6757,18.102063,-0.446128,6.32
NA,6756,18.104221,-4.751252,5.74
NA,6748,18.106585,-36.019788,5.94
NA,6743,18.11052,-50.091477,3.65
NA,6749,18.113858,-43.425216,4.92
NA,6790,18.114854,50.822823,6.31
NA,6775,18.117097,30.56214,5.05
NA,6792,18.118415,49.710441,6.32
NA,6762,18.11982,-21.443938,6.22
NA,6770,18.121767,8.733867,4.64
NA,6771,18.122496,9.563847,3.71
NA,6791,18.12465,43.461891,5.0
NA,6779,18.125708,28.762488,3.84
NA,6776,18.130098,13.071112,6.61
NA,6740,18.130103,-64.550177,6.4
NA,6769,18.130095,-17.154159,5.52
NA,6782,18.130417,26.09734,5.79
NA,6781,18.130434,26.10128,5.83
NA,6793,18.133959,36.401264,5.49
NA,6766,18.134716,-28.457093,4.55
NA,6759,18.141697,-45.767015,6.13
NA,6784,18.142704,14.284716,6.34
NA,6745,18.143,-63.668553,4.33
Ramus,6787,18.14597,20.814557,4.37
NA,6794,18.148018,20.045233,5.1
NA,6773,18.148346,-25.473058,6.76
NA,6799,18.15284,30.469531,6.36
NA,6772,18.15625,-36.672533,6.53
NA,6795,18.159415,3.993276,5.71
NA,6806,18.160408,38.457777,6.38
NA,6785,18.16205,-13.934435,6.38
NA,6797,18.165004,3.119827,5.67
NA,6760,18.165993,-59.040182,6.38
NA,6807,18.166387,36.466284,5.57
NA,6777,18.166656,-32.719635,6.39
NA,6780,18.168281,-30.728666,5.53
NA,6803,18.169091,16.47659,6.09
NA,6761,18.173948,-62.002197,5.47
NA,6817,18.175443,54.286552,5.97
NA,6800,18.177861,3.324256,5.5
NA,6788,18.182041,-33.80007,6.13
NA,6778,18.184557,-47.513121,6.07
NA,6786,18.184876,-41.359113,5.86
NA,6827,18.185322,60.409532,6.5
NA,6783,18.187157,-45.954418,4.52
NA,6798,18.18744,-19.841958,6.33
NA,6731,18.187714,-75.89151,5.86
NA,6801,18.19537,-23.701235,4.96
NA,6814,18.195866,33.447057,5.98
NA,6815,18.198377,31.40535,4.96
NA,6802,18.199489,-28.901535,6.51
NA,6751,18.209482,-73.672417,5.86
NA,6824,18.211838,41.14684,6.36
NA,6826,18.218005,38.773493,6.04
NA,6813,18.219445,-4.011608,6.59
NA,6804,18.220194,-41.336111,5.47
NA,6820,18.221268,21.880332,6.14
Polis,6812,18.229392,-21.058834,3.84
NA,6850,18.231545,64.397287,4.99
NA,6816,18.23775,-21.713164,5.49
NA,6796,18.237872,-63.689682,6.47
NA,6774,18.240033,-70.751214,6.7
NA,6849,18.244724,56.588238,6.66
NA,6831,18.245555,29.207306,6.51
NA,6822,18.253585,-20.72827,5.29
NA,6823,18.253603,-20.387974,5.96
NA,6865,18.254739,68.75581,5.96
NA,6825,18.258546,-18.661577,6.05
NA,6847,18.259023,45.209318,6.3
NA,6845,18.260772,42.159345,5.56
NA,6805,18.261289,-63.055366,5.58
NA,6818,18.264843,-44.206461,5.45
NA,6830,18.266092,-3.617992,6.35
NA,6834,18.268214,2.377517,6.1
NA,6840,18.281417,-3.007401,5.99
NA,6821,18.283589,-51.068271,6.06
NA,6844,18.284678,1.005733,6.62
NA,6853,18.285235,40.936727,6.12
NA,6819,18.285426,-56.023351,5.36
NA,6838,18.286563,-17.373886,5.81
NA,6836,18.289928,-28.288975,6.36
NA,6835,18.290024,-28.652065,6.18
NA,6843,18.290045,-9.758578,6.29
NA,6841,18.291266,-18.463449,6.52
NA,6833,18.293402,-34.107258,6.03
NA,6832,18.293793,-36.761686,3.1
NA,6808,18.300266,-68.229257,6.32
NA,6851,18.300817,13.777038,6.29
NA,6842,18.300886,-27.042641,4.66
NA,6852,18.302143,18.131691,6.24
NA,6854,18.302147,23.296907,6.45
NA,6839,18.311155,-42.288399,6.3
NA,6846,18.3116,-25.60479,6.51
NA,6857,18.319316,7.259767,5.41
NA,6860,18.319633,24.446059,5.3
NA,6828,18.327806,-63.886562,6.17
NA,6872,18.331031,36.064547,4.33
NA,6867,18.331131,29.666392,6.01
NA,6880,18.332243,51.347823,6.3
NA,6858,18.335775,-15.831697,5.39
NA,6868,18.338309,21.961297,4.92
NA,6920,18.345955,71.337814,4.22
NA,6866,18.347795,3.377165,4.85
NA,6856,18.348663,-37.487648,6.46
NA,6876,18.349158,29.858925,5.61
Kaus Media,6859,18.3499,-29.828103,2.72
NA,6877,18.350283,28.869954,5.12
NA,6927,18.350736,72.732843,3.55
NA,6886,18.351985,49.725466,6.39
NA,6869,18.355167,-2.898825,3.23
NA,6863,18.356385,-18.859999,5.76
NA,6873,18.357889,5.435726,6.14
NA,6861,18.358713,-24.915276,6.19
NA,6891,18.359075,49.121593,5.02
NA,6864,18.366705,-28.429962,6.15
NA,6882,18.369083,23.285176,5.41
NA,6862,18.371828,-38.656894,5.09
NA,6883,18.376477,12.02968,5.99
NA,6885,18.380288,17.826616,5.25
NA,6870,18.38141,-36.669556,5.33
NA,6878,18.383919,-10.218983,6.32
NA,6887,18.384147,16.688,6.22
NA,6881,18.386712,-12.014755,5.71
NA,6855,18.387117,-61.493901,4.35
NA,6874,18.39134,-36.237987,5.52
NA,6829,18.393456,-75.044277,5.47
NA,6884,18.394329,-8.934383,4.66
Tusizuo,6895,18.394967,21.769752,3.85
NA,6911,18.396658,53.300837,6.35
NA,6923,18.398507,58.800736,4.98
NA,6901,18.399244,38.73921,6.41
NA,6890,18.400997,-3.583157,6.36
NA,7025,18.402553,83.1754,6.16
Kaus Australis,6879,18.402868,-34.384616,1.79
NA,6903,18.40383,39.507239,5.11
NA,6875,18.405067,-44.110256,5.24
NA,6892,18.411702,-7.075936,6.28
NA,6898,18.415891,-1.579413,6.15
NA,6904,18.416239,27.394783,6.27
NA,6888,18.417066,-30.75657,5.58
NA,6900,18.419132,5.084567,6.73
NA,6896,18.422511,-20.541679,4.81
NA,6889,18.422688,-35.992025,6.14
NA,6871,18.425453,-63.021534,6.13
NA,6902,18.427444,8.032006,5.64
NA,6893,18.431835,-33.945718,6.3
NA,6906,18.432008,14.966232,6.37
NA,6917,18.432996,29.82893,5.81
Fafnir,6945,18.433069,65.56348,4.82
NA,6924,18.444702,26.449216,6.5
NA,6894,18.448336,-48.117243,5.44
NA,6897,18.449561,-45.968459,3.49
NA,6918,18.453475,0.196108,5.2
NA,6949,18.4617,59.549112,6.43
NA,6909,18.462154,-26.634845,6.31
NA,6907,18.463745,-29.816865,5.9
NA,6925,18.463978,3.74857,6.07
NA,6919,18.465689,-17.800357,6.19
Kaus Borealis,6913,18.466179,-25.4217,2.82
NA,6928,18.466326,6.194104,5.71
NA,6914,18.46838,-26.757245,6.28
NA,6910,18.474198,-38.995671,5.63
NA,6905,18.480505,-49.070588,4.1
NA,6926,18.482568,-26.593715,8.1
NA,6926,18.482599,-26.582077,6.68
NA,6930,18.486626,-14.565813,4.67
NA,6915,18.486909,-43.845939,6.36
NA,6921,18.487997,-38.851303,6.63
NA,6837,18.488891,-80.232708,5.95
NA,6929,18.489441,-25.256607,6.63
NA,6943,18.493253,23.866202,5.87
NA,6935,18.494717,-1.985308,5.38
NA,7006,18.495823,77.547068,5.65
NA,6932,18.496322,-14.581987,6.02
NA,6922,18.498871,-47.220546,5.69
NA,6908,18.499086,-57.523143,5.74
NA,6941,18.501422,4.065354,6.66
NA,6933,18.503295,-18.728794,5.63
NA,6940,18.503971,-5.724169,6.27
NA,6950,18.51157,20.815046,6.49
NA,6931,18.517486,-41.913834,6.02
NA,6955,18.517903,16.928556,5.76
NA,6936,18.518012,-32.989114,5.37
NA,6979,18.520807,65.436024,6.6
NA,6916,18.522896,-62.278302,4.63
NA,6946,18.523804,-10.795836,5.77
NA,6944,18.523971,-18.402697,5.12
NA,6934,18.529287,-45.914814,4.92
NA,6947,18.531481,-19.125072,6.59
NA,6937,18.532284,-43.507383,5.71
NA,6957,18.532498,-1.002977,5.93
NA,6938,18.533874,-45.757382,5.07
NA,6958,18.535247,3.659603,6.41
NA,6974,18.536495,52.115537,6.58
NA,6956,18.539071,-14.644268,6.36
NA,6942,18.539257,-39.704001,5.16
NA,6978,18.542923,57.045599,4.77
NA,6959,18.545367,-14.865662,5.47
NA,6966,18.546154,23.616801,5.88
NA,6968,18.54721,30.554209,5.47
NA,6899,18.548704,-73.965596,5.88
NA,6948,18.55025,-39.892022,6.22
NA,6963,18.556308,-5.911718,6.36
NA,6971,18.5564,30.892089,6.55
NA,6953,18.556413,-38.720033,6.31
NA,6952,18.556426,-38.725985,5.67
NA,6967,18.556473,8.268251,6.42
NA,6939,18.558183,-58.708784,6.4
NA,6951,18.558383,-42.31251,4.62
NA,6962,18.560839,-14.853614,5.74
NA,6961,18.564857,-24.032283,5.49
NA,6983,18.565749,52.353517,5.38
NA,6960,18.566046,-33.01656,5.28
NA,6975,18.572103,20.466411,6.57
NA,6954,18.575312,-52.891521,6.21
NA,6965,18.575767,-24.222393,6.53
NA,6976,18.579859,10.89201,6.48
NA,6970,18.583998,-10.977206,5.12
NA,6973,18.586785,-8.244073,3.85
NA,6977,18.586834,18.20341,5.79
NA,6984,18.587085,34.458021,6.1
NA,6969,18.589258,-20.840442,6.49
NA,6980,18.591777,23.60553,5.62
NA,6981,18.598117,16.975697,6.21
NA,6972,18.599901,-29.699104,6.36
NA,7013,18.603683,65.488717,6.07
NA,6985,18.607731,9.122491,5.38
NA,6997,18.610373,33.469036,5.41
NA,6987,18.610854,6.671805,5.43
NA,7003,18.612651,43.221815,6.21
Vega,7001,18.61564,38.783692,0.03
NA,6995,18.619183,16.198295,6.31
NA,6992,18.620172,11.421506,6.57
NA,7018,18.625974,62.526591,5.74
NA,6993,18.626656,-0.309472,5.76
NA,6988,18.631785,-21.397725,5.93
NA,6989,18.634578,-14.004781,6.49
NA,7009,18.635132,39.668326,6.02
NA,7000,18.638611,-1.112987,6.64
NA,7002,18.639202,8.834113,7.41
NA,6999,18.639944,-3.19364,6.49
NA,6990,18.641865,-23.504893,5.78
NA,6998,18.648168,-21.051871,5.85
NA,6986,18.653968,-47.909767,5.84
NA,7017,18.659176,40.935059,6.25
NA,6991,18.659768,-43.185878,5.42
NA,7008,18.660244,5.264287,6.36
NA,7010,18.664333,7.358598,6.26
NA,7028,18.66467,52.196075,6.0
NA,7007,18.666774,-7.790799,5.82
NA,7016,18.667202,30.849471,6.43
NA,7019,18.670055,38.367195,6.45
NA,7042,18.682334,62.749466,6.1
NA,7005,18.691857,-48.094686,6.47
NA,7030,18.694808,31.617612,6.41
NA,7014,18.695128,-14.564244,6.4
NA,7011,18.697674,-23.833423,6.22
NA,7033,18.702246,34.746307,6.49
NA,6912,18.703992,-81.808114,6.27
NA,7020,18.704563,-9.052549,4.7
NA,6996,18.706285,-64.643044,6.35
NA,7024,18.710033,-7.073654,6.13
NA,7049,18.710543,55.539457,5.03
NA,7023,18.715305,-19.284209,6.32
NA,6982,18.71726,-71.428113,4.01
NA,7082,18.719541,70.792849,6.28
NA,7041,18.72127,39.300066,6.45
NA,7060,18.724725,53.871767,6.18
NA,7032,18.725348,-8.275215,4.88
Xihe,7043,18.726696,36.556605,6.04
NA,7004,18.727035,-64.551425,5.76
NA,7021,18.729706,-38.323441,5.11
NA,7034,18.730898,-6.818119,6.3
NA,7044,18.730999,31.926613,5.68
NA,7026,18.73554,-36.718335,6.31
NA,7075,18.738407,61.048143,6.02
NA,7029,18.738711,-35.641987,4.86
NA,7051,18.738984,39.670123,4.67
NA,7053,18.739661,39.612721,4.59
NA,7047,18.744526,23.589883,6.3
NA,7056,18.746209,37.605115,4.34
NA,7057,18.746722,37.594615,5.73
NA,7035,18.747112,-25.010914,5.82
NA,7040,18.747205,2.060038,5.02
NA,7071,18.748721,54.897184,6.26
NA,7031,18.74921,-39.686188,5.4
NA,7015,18.753198,-61.095196,6.04
NA,7038,18.755182,-21.001615,6.35
NA,7022,18.756639,-56.88197,6.22
NA,7012,18.757465,-64.871259,4.78
NA,7048,18.757879,5.500128,5.82
NA,7058,18.759894,21.984682,6.53
NA,7160,18.760574,79.942673,6.4
NA,7039,18.76094,-26.990778,3.17
NA,7061,18.761035,20.546308,4.19
NA,7117,18.762989,74.085553,5.25
NA,7045,18.766985,-19.606357,6.34
NA,7064,18.767911,26.66213,4.83
NA,7073,18.77028,41.44181,6.06
NA,7046,18.772391,-22.392176,5.37
NA,7124,18.772849,75.433964,5.37
NA,7059,18.77461,-0.961692,5.89
NA,7067,18.778156,18.705907,6.18
NA,7084,18.778634,52.98796,5.91
NA,7055,18.778701,-10.125048,5.69
NA,7080,18.783074,46.314922,6.52
NA,7037,18.783085,-50.094636,6.54
NA,7069,18.783686,18.181519,4.34
NA,7063,18.786242,-4.747867,4.22
NA,7066,18.791375,-5.705147,5.38
NA,7090,18.794479,49.074858,6.67
NA,7050,18.795726,-40.406167,5.2
NA,6994,18.796997,-77.868249,6.39
NA,7081,18.79927,31.756835,6.06
NA,7076,18.80074,4.241422,6.2
NA,7096,18.804467,48.767556,6.12
NA,7079,18.804556,23.514749,6.19
NA,7036,18.810538,-65.077679,5.71
NA,7072,18.812614,-18.60115,6.46
NA,7062,18.814024,-43.680047,5.46
NA,7086,18.814829,19.32872,5.89
NA,7091,18.820636,25.046567,6.74
NA,7070,18.821434,-34.74916,6.59
NA,7065,18.824257,-45.8101,5.8
NA,7068,18.826388,-43.434102,5.6
NA,7077,18.826488,-19.142342,6.77
NA,7085,18.826998,0.836197,6.24
NA,7078,18.827807,-20.324656,5.22
NA,7083,18.828043,-5.912863,5.99
NA,7027,18.828799,-72.995722,6.04
NA,7098,18.828912,31.629461,6.64
NA,7100,18.82942,32.81282,5.93
NA,7102,18.831366,32.551058,5.22
Sheliak,7106,18.834665,33.362667,3.52
NA,7089,18.838899,-7.907617,6.82
NA,7099,18.845986,10.976392,6.37
NA,7088,18.847359,-22.16219,6.29
NA,7094,18.849586,-9.774096,5.82
NA,7125,18.853348,59.388351,4.63
NA,7101,18.856155,-3.317857,6.08
NA,7123,18.859712,52.975117,5.51
NA,7112,18.85997,28.783671,6.22
NA,7115,18.860144,36.539092,6.1
NA,6964,18.866122,-83.316353,7.17
NA,7109,18.867201,13.965647,6.19
NA,7118,18.868681,41.383244,6.28
NA,7074,18.870288,-62.187593,4.22
NA,7113,18.87123,21.425142,5.43
NA,7092,18.874229,-46.595119,5.51
NA,7103,18.874532,-26.65077,6.28
NA,7104,18.876957,-29.379676,6.12
NA,7087,18.877675,-52.10737,5.18
NA,7105,18.878246,-30.734062,6.64
NA,7097,18.883305,-46.586329,6.17
NA,7110,18.883836,-9.575521,6.27
NA,7095,18.883987,-48.360913,6.17
NA,7093,18.886667,-51.931437,6.3
NA,7137,18.887096,50.708221,4.92
NA,7199,18.892556,75.787372,6.33
NA,7131,18.895433,36.971721,5.58
NA,7153,18.896194,57.486557,6.24
NA,7114,18.900025,-21.359845,5.68
Ainalrami,7116,18.902827,-22.744834,4.86
NA,7132,18.90368,27.909528,5.64
NA,7138,18.903986,41.225794,7.32
NA,7180,18.90661,71.297192,4.82
NA,7139,18.908412,36.898613,4.22
NA,7108,18.909011,-49.879074,6.58
NA,7119,18.911976,-15.603036,5.08
NA,7133,18.912468,22.645076,4.57
NA,7154,18.913095,48.859401,5.84
NA,6721,18.91323,-87.605843,5.29
NA,7146,18.914494,41.602723,5.46
NA,7140,18.914588,33.968576,5.99
NA,7120,18.918649,-22.671328,5.0
Nunki,7121,18.92109,-26.296722,2.05
NA,7157,18.922249,43.946088,4.08
NA,7135,18.92429,6.61529,5.58
NA,7126,18.92528,-16.376635,5.56
NA,7128,18.93352,-23.173751,5.91
NA,7147,18.934389,17.99534,6.64
NA,7148,18.935034,18.10541,5.69
Alya,7141,18.936995,4.203595,4.62
Alya B,7142,18.937401,4.202132,4.98
NA,7122,18.938044,-42.710676,5.35
NA,7143,18.939628,-1.799863,6.2
NA,7144,18.940446,2.47119,6.14
NA,7187,18.940481,65.258084,5.62
NA,7129,18.944582,-37.343241,5.36
NA,7175,18.945851,57.814851,5.67
NA,7111,18.948528,-62.801904,6.47
NA,7107,18.949177,-67.233495,4.4
NA,7162,18.950441,32.901273,5.2
NA,7149,18.951019,-5.846314,4.83
NA,7158,18.954608,2.535346,5.56
NA,7191,18.954816,62.396773,6.5
NA,7145,18.955688,-20.656346,5.02
NA,7184,18.957909,58.225026,6.47
NA,7136,18.959554,-39.823195,6.29
NA,7150,18.962167,-21.106654,3.52
NA,7247,18.965904,77.050825,6.56
NA,7174,18.967194,38.266188,5.89
NA,7165,18.970763,17.360912,5.33
NA,7155,18.972363,-24.876858,6.62
NA,7151,18.972579,-31.035975,6.09
NA,7163,18.973251,6.239929,6.22
NA,7159,18.973564,-22.529493,6.14
NA,7134,18.974378,-52.938629,4.85
NA,7127,18.976812,-60.20055,5.14
NA,7152,18.978721,-37.107357,4.83
NA,7171,18.979182,19.794393,6.52
NA,7179,18.979608,40.679194,6.2
NA,7167,18.979701,13.906648,5.91
NA,7224,18.981284,69.531292,6.52
Sulafat,7178,18.982395,32.689557,3.25
NA,7196,18.983166,50.809143,6.32
NA,7172,18.984928,13.622245,5.27
NA,7156,18.986379,-39.534712,6.49
NA,7185,18.986748,39.217321,6.43
NA,7173,18.98815,10.141004,6.75
NA,7166,18.989945,-12.840517,5.51
NA,7164,18.990772,-18.566433,6.37
NA,7176,18.993711,15.068298,4.02
NA,7181,18.995966,26.230404,5.26
NA,7183,18.999475,22.814515,6.28
NA,7192,19.000229,32.145514,4.94
NA,7130,19.000987,-66.653618,5.98
NA,7210,19.003799,50.533466,5.39
NA,7201,19.005295,40.683999,6.53
NA,7168,19.006892,-24.942171,6.35
NA,7218,19.012072,55.658301,5.51
NA,7204,19.015334,33.802158,6.04
NA,7169,19.017569,-37.060898,6.73
NA,7170,19.017861,-37.061555,6.44
NA,7198,19.018176,19.309605,6.47
NA,7202,19.021488,26.291411,5.69
NA,7200,19.02293,20.832841,6.78
NA,7215,19.023991,46.934812,5.0
NA,7186,19.025977,-15.282617,6.31
NA,7206,19.026362,25.025939,6.74
NA,7182,19.02715,-22.695364,6.25
NA,7193,19.028008,-5.739115,4.02
NA,7212,19.030103,33.621257,6.39
NA,7207,19.030397,22.264412,6.44
NA,7229,19.035288,52.261058,6.35
NA,7177,19.035698,-41.910505,6.21
NA,7208,19.039324,8.373539,6.25
NA,7195,19.041022,-24.846826,5.63
Ascella,7194,19.043532,-29.880105,2.6
NA,7216,19.04795,19.661011,6.11
NA,7209,19.048472,-3.698987,5.4
NA,7203,19.051057,-19.245686,5.96
NA,7188,19.051907,-42.095105,4.74
NA,7205,19.051944,-19.103024,6.37
NA,7197,19.054915,-38.253147,5.73
NA,7161,19.058242,-68.755544,5.89
NA,7214,19.058959,1.818768,5.82
NA,7222,19.061801,21.26835,6.61
NA,7190,19.065985,-51.018604,5.93
NA,7219,19.069642,3.330558,6.72
NA,7220,19.073376,-5.684843,6.48
NA,7211,19.073627,-31.047079,5.49
NA,7217,19.07805,-21.741496,3.76
NA,7251,19.081991,53.396654,5.4
NA,7225,19.082687,-4.03142,5.4
NA,7237,19.082741,31.744072,5.63
NA,7238,19.082857,30.733396,6.07
NA,7252,19.086067,49.923166,6.45
NA,7231,19.088491,-1.512203,6.51
Okab,7235,19.090169,13.863478,2.99
NA,7230,19.094772,-15.660419,5.93
NA,7244,19.096425,29.921674,6.32
NA,7236,19.10415,-4.882554,3.43
NA,7258,19.104732,41.41378,6.51
NA,7213,19.10554,-52.34091,5.17
NA,7243,19.106181,8.230002,7.61
NA,7226,19.106971,-37.063437,4.23
NA,7253,19.11048,28.628595,5.53
NA,7250,19.110665,24.250793,5.78
NA,7239,19.114477,-16.229276,6.0
NA,7232,19.114582,-37.810658,6.15
NA,7223,19.115445,-48.299144,5.95
NA,7234,19.11567,-27.670423,3.32
NA,7248,19.116279,11.071228,5.07
NA,7241,19.118979,-18.738171,6.28
NA,7245,19.119175,0.640978,6.55
NA,7262,19.121703,36.100157,5.25
NA,7261,19.123769,32.501738,5.2
NA,7240,19.125234,-28.6368,6.05
NA,7260,19.132589,16.853385,6.08
NA,7263,19.134311,21.698927,6.22
NA,7246,19.137378,-24.657369,6.3
NA,7249,19.137973,-19.290289,5.56
NA,7242,19.139156,-40.496703,4.57
NA,7275,19.140507,52.425731,5.88
NA,7267,19.144502,16.85131,6.65
NA,7233,19.147861,-55.720425,6.44
NA,7266,19.149976,6.073207,5.23
NA,7272,19.151216,34.600451,6.7
NA,7312,19.152716,76.560502,5.11
Meridiana,7254,19.157869,-37.904474,4.11
NA,7256,19.160101,-36.164808,6.54
NA,7255,19.161043,-39.827238,6.44
NA,7290,19.162723,65.978513,6.26
Albaldah,7264,19.162731,-21.023615,2.88
NA,7265,19.163374,-19.803657,6.11
NA,7269,19.164332,-0.428114,6.34
NA,7221,19.164642,-68.424448,5.31
NA,7257,19.166015,-41.892256,5.86
NA,7259,19.167154,-39.340796,4.1
NA,7268,19.183863,-39.004705,6.34
NA,7270,19.188559,-29.502293,6.28
NA,7284,19.189767,40.429095,6.2
NA,7280,19.191939,26.735871,6.35
NA,7295,19.194597,56.859213,5.13
NA,7283,19.196114,31.283456,5.93
NA,7293,19.201416,49.855755,5.85
NA,7273,19.202717,-37.583105,6.55
NA,7276,19.207788,-21.658382,6.39
Altais,7310,19.209225,67.661541,3.07
NA,7285,19.209571,16.84642,6.73
NA,7286,19.210204,21.554572,6.02
NA,7279,19.211309,-7.939518,5.35
NA,7271,19.212812,-50.48642,6.12
NA,7277,19.220463,-25.906786,5.79
NA,7282,19.220979,-12.282584,5.51
NA,7287,19.228529,2.293707,5.14
NA,7288,19.228896,5.515605,6.47
Aladfar,7298,19.229302,39.145968,4.43
NA,7309,19.231987,57.705102,5.0
NA,7281,19.244319,-45.193527,5.91
NA,7299,19.250747,20.203123,6.03
NA,7425,19.252199,83.462746,6.5
NA,7301,19.254822,21.232118,5.65
NA,7311,19.255327,50.071127,6.27
NA,7300,19.255581,15.083651,5.58
NA,7302,19.256905,30.526381,5.88
NA,7292,19.259007,-25.256682,4.86
Gumala,7291,19.259228,-24.179352,6.25
NA,7352,19.259229,73.355468,4.45
NA,7305,19.265823,27.455925,6.54
NA,7308,19.266525,27.926302,6.18
NA,7306,19.270289,21.390428,4.76
NA,7289,19.272706,-45.466033,5.38
NA,7314,19.272804,38.133731,4.35
